"Site" "As_ppm" "Temp" "Classification" "organism" "Abundance" "Fraction.Abundance" "GE" "rplB" "Normalized.Abundance.census" "Normalized.Abundance.rplB" "Gene" "Type"
"Cen01" 2.63 14.1 "Recovered" "Dyella japonica A8" 3.595 0.0153 3469.8686759 1144.758 0.00103606226511369 0.00314040172682785 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Afipia broomeae ATCC 49717" 2.046 0.0087 3469.8686759 1144.758 0.000589647675778196 0.00178727731101246 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Dyella jiangningensis" 6.559 0.028 3469.8686759 1144.758 0.0018902732675607 0.00572959525069927 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Rhodopseudomonas palustris CGA009" 1.352 0.0058 3469.8686759 1144.758 0.000389640106379336 0.00118103564246767 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Methylobacterium platani JCM 14648" 2.436 0.0104 3469.8686759 1144.758 0.000702043860310696 0.00212796066941659 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Pseudomonas punonensis" 4.716 0.0201 3469.8686759 1144.758 0.00135912924680839 0.00411964799547153 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Bordetella trematum" 2.13 0.0091 3469.8686759 1144.758 0.000613856084754427 0.00186065526513027 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Phenylobacterium sp. SCN 69-14" 6.44 0.0275 3469.8686759 1144.758 0.00185597802151104 0.00562564314903237 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "bacterium YEK0313" 1.201 0.0051 3469.8686759 1144.758 0.000346122609291111 0.00104913003447017 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 1.298 0.0055 3469.8686759 1144.758 0.000374077557751759 0.00113386410053479 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Rhodopseudomonas sp. AAP120" 1.594 0.0068 3469.8686759 1144.758 0.000459383379858477 0.0013924340340928 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Rhodomicrobium udaipurense JA643" 1.967 0.0084 3469.8686759 1144.758 0.00056688024352674 0.0017182670922588 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Bradyrhizobium neotropicale" 1.229 0.0052 3469.8686759 1144.758 0.000354192078949855 0.00107358935250944 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Sphingobium sp. C100" 4.983 0.0212 3469.8686759 1144.758 0.00143607740391141 0.00435288506391744 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 9.166 0.0391 3469.8686759 1144.758 0.00264159853185872 0.00800693246956999 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Bradyrhizobium sp. S23321" 1.655 0.0071 3469.8686759 1144.758 0.00047696329590074 0.00144572040553549 "arsC_glut" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Agrobacterium rhizogenes" 5.26 0.0224 3469.8686759 1144.758 0.00151590751446398 0.00459485760309166 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Pseudomonas aeruginosa" 1.205 0.0047 4316.23308354 1348.369 0.000279178620958928 0.00089367228110406 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Paraburkholderia phenazinium" 1.102 0.0043 4316.23308354 1348.369 0.000255315220163269 0.000817283696080227 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingobium baderi LL03" 1.299 0.005 4316.23308354 1348.369 0.000300956870228753 0.000963386135397655 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Methylosinus trichosporium OB3b" 1.271 0.0049 4316.23308354 1348.369 0.00029446973214838 0.000942620306459137 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Paracoccus sp. 228" 2.894 0.0112 4316.23308354 1348.369 0.000670492057307169 0.00214629674814535 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Blastomonas sp. RAC04" 1 0.0039 4316.23308354 1348.369 0.00023168350287048 0.000741636747804199 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Variovorax sp. EL159" 1.174 0.0046 4316.23308354 1348.369 0.000271996432369943 0.00087068154192213 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Caulobacter vibrioides" 1.725 0.0067 4316.23308354 1348.369 0.000399654042451578 0.00127932338996224 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium erythrophlei" 1.259 0.0049 4316.23308354 1348.369 0.000291689530113934 0.000933720665485487 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Afipia sp. P52-10" 1.037 0.004 4316.23308354 1348.369 0.000240255792476688 0.000769077307472954 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Lysobacter enzymogenes" 7.768 0.0301 4316.23308354 1348.369 0.00179971745029789 0.00576103425694302 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium sp." 2.35 0.0091 4316.23308354 1348.369 0.000544456231745628 0.00174284635733987 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium sp. BR 10245" 1.426 0.0055 4316.23308354 1348.369 0.000330380675093304 0.00105757400236879 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Oligotropha carboxidovorans OM5" 1.14 0.0044 4316.23308354 1348.369 0.000264119193272347 0.000845465892496787 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Stenotrophomonas sp. HMSC10F06" 3.285 0.0127 4316.23308354 1348.369 0.000761080306929527 0.00243627671653679 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Phenylobacterium zucineum HLK1" 3.214 0.0125 4316.23308354 1348.369 0.000744630778225723 0.0023836205074427 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Paracoccus sp. SCN 68-21" 1.688 0.0066 4316.23308354 1348.369 0.00039108175284537 0.00125188283029349 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Azorhizobium caulinodans ORS 571" 1.038 0.004 4316.23308354 1348.369 0.000240487475979558 0.000769818944220759 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Afipia sp. 1NLS2" 1.166 0.0045 4316.23308354 1348.369 0.00027014296434698 0.000864748447939696 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingomonas sp. SCN 67-18" 1.266 0.0049 4316.23308354 1348.369 0.000293311314634028 0.000938912122720116 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Variovorax sp. Root318D1" 1.105 0.0043 4316.23308354 1348.369 0.00025601027067188 0.00081950860632364 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Comamonas testosteroni ATCC 11996" 1.685 0.0065 4316.23308354 1348.369 0.000390386702336759 0.00124965792005008 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Caulobacter sp. Root487D2Y" 1.556 0.006 4316.23308354 1348.369 0.000360499530466467 0.00115398677958333 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Variovorax paradoxus S110" 1.908 0.0074 4316.23308354 1348.369 0.000442052123476876 0.00141504291481041 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Betaproteobacteria bacterium SG8_40" 3.969 0.0154 4316.23308354 1348.369 0.000919551822892935 0.00294355625203487 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidovorax sp. Root219" 1.291 0.005 4316.23308354 1348.369 0.00029910340220579 0.000957453041415221 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhizomicrobium sp. SCGC AG-212-E05" 1.736 0.0067 4316.23308354 1348.369 0.000402202560983153 0.00128748139418809 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia phytofirmans PsJN" 1.384 0.0054 4316.23308354 1348.369 0.000320649967972744 0.00102642525896101 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium diazoefficiens SEMIA 5080" 3.069 0.0119 4316.23308354 1348.369 0.000711036670309503 0.00227608317901109 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhizobiales bacterium 62-47" 2.49 0.0097 4316.23308354 1348.369 0.000576891922147495 0.00184667550203246 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingomonas sp. WHSC-8" 1.938 0.0075 4316.23308354 1348.369 0.00044900262856299 0.00143729201724454 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia multivorans" 1.102 0.0043 4316.23308354 1348.369 0.000255315220163269 0.000817283696080227 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingomonas sp. Root241" 2.922 0.0113 4316.23308354 1348.369 0.000676979195387542 0.00216706257708387 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acetobacteraceae bacterium AT-5844" 2.404 0.0093 4316.23308354 1348.369 0.000556967140900634 0.00178289474172129 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Porphyrobacter mercurialis" 1.221 0.0047 4316.23308354 1348.369 0.000282885557004856 0.000905538469068927 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Variovorax sp. HW608" 1.63 0.0063 4316.23308354 1348.369 0.000377644109678882 0.00120886789892084 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhodospirillales bacterium 69-11" 1.06 0.0041 4316.23308354 1348.369 0.000245584513042709 0.000786134952672451 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Microvirga guangxiensis" 1.126 0.0044 4316.23308354 1348.369 0.00026087562423216 0.000835082978027528 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Phenylobacterium zucineum HLK1" 6.463 0.0251 4316.23308354 1348.369 0.00149737047905191 0.00479319830105854 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia sp. ST111" 1.01 0.0039 4316.23308354 1348.369 0.000234000337899185 0.000749053115282241 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Herbaspirillum hiltneri N3" 1.518 0.0059 4316.23308354 1348.369 0.000351695557357389 0.00112580458316677 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Azotobacter vinelandii DJ" 1.358 0.0053 4316.23308354 1348.369 0.000314626196898112 0.0010071427035181 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium diazoefficiens USDA 110" 1.111 0.0043 4316.23308354 1348.369 0.000257400371689103 0.000823958426810465 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Caulobacter sp. UNC279MFTsu5.1" 1.11 0.0043 4316.23308354 1348.369 0.000257168688186233 0.000823216790062661 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Mesorhizobium sp. WSM3873" 1.099 0.0043 4316.23308354 1348.369 0.000254620169654658 0.000815058785836815 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sinorhizobium sp. GL28" 0.76 0.0029 4316.23308354 1348.369 0.000176079462181565 0.000563643928331191 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Phenylobacterium sp. SCN 70-31" 4.534 0.0176 4316.23308354 1348.369 0.00105045300201476 0.00336258101454424 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhodospirillum centenum SW" 3.375 0.0131 4316.23308354 1348.369 0.00078193182218787 0.00250302402383917 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhizobium miluonense" 1.624 0.0063 4316.23308354 1348.369 0.00037625400866166 0.00120441807843402 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Mesorhizobium plurifarium" 2.143 0.0083 4316.23308354 1348.369 0.000496497746651439 0.0015893275505444 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 1.134 0.0044 4316.23308354 1348.369 0.000262729092255124 0.000841016072009962 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia sp. OLGA172" 4.234 0.0164 4316.23308354 1348.369 0.000980947951153612 0.00314008999020298 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Skermanella stibiiresistens SB22" 1.318 0.0051 4316.23308354 1348.369 0.000305358856783293 0.000977477233605934 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Oceanibulbus indolifex HEL-45" 1.339 0.0052 4316.23308354 1348.369 0.000310224210343573 0.000993051605309822 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Comamonas testosteroni KF-1" 1.093 0.0042 4316.23308354 1348.369 0.000253230068637435 0.000810608965349989 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Pseudorhodoferax sp. Leaf265" 7.675 0.0298 4316.23308354 1348.369 0.00177817088453093 0.00569206203939723 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia fungorum" 1.3 0.005 4316.23308354 1348.369 0.000301188553731624 0.000964127772145459 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium sp. Ghvi" 1.214 0.0047 4316.23308354 1348.369 0.000281263772484763 0.000900347011834298 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Pseudoxanthomonas sp. CF385" 1.477 0.0057 4316.23308354 1348.369 0.000342196533739699 0.0010953974765068 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium manausense" 4.26 0.0165 4316.23308354 1348.369 0.000986971722228245 0.00315937254564589 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Comamonas thiooxydans" 1.4 0.0054 4316.23308354 1348.369 0.000324356904018672 0.00103829144692588 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Stenotrophomonas maltophilia" 1 0.0039 4316.23308354 1348.369 0.00023168350287048 0.000741636747804199 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhodanobacter sp. SCN 68-63" 1.325 0.0051 4316.23308354 1348.369 0.000306980641303386 0.000982668690840564 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Paracoccus yeei" 2.679 0.0104 4316.23308354 1348.369 0.000620680104190016 0.00198684484736745 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Tepidicaulis marinus" 49.898 0.1936 4316.23308354 1348.369 0.0115605434262312 0.0370061904419339 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Ralstonia pickettii 12D" 3.762 0.0146 4316.23308354 1348.369 0.000871593337798746 0.0027900374452394 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderiales bacterium 67-32" 0.968 0.0038 4316.23308354 1348.369 0.000224269630778625 0.000717904371874465 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Variovorax sp. YR216" 0.968 0.0038 4316.23308354 1348.369 0.000224269630778625 0.000717904371874465 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" 16.897 0.0656 4316.23308354 1348.369 0.0039147561480025 0.0125314361276476 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bosea sp. LC85" 1.087 0.0042 4316.23308354 1348.369 0.000251839967620212 0.000806159144863164 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Achromobacter sp. KAs 3-5" 1.893 0.0073 4316.23308354 1348.369 0.000438576870933819 0.00140391836359335 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Achromobacter xylosoxidans" 4.602 0.0179 4316.23308354 1348.369 0.00106620748020995 0.00341301231339492 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Afipia broomeae ATCC 49717" 1.797 0.007 4316.23308354 1348.369 0.000416335254658252 0.00133272123580415 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingobium chinhatense IP26" 2.917 0.0113 4316.23308354 1348.369 0.00067582077787319 0.00216335439334485 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia sp. CCGE1001" 1.477 0.0057 4316.23308354 1348.369 0.000342196533739699 0.0010953974765068 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhodopseudomonas palustris CGA009" 3.141 0.0122 4316.23308354 1348.369 0.000727717882516178 0.00232948102485299 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Burkholderia cepacia" 1.169 0.0045 4316.23308354 1348.369 0.000270838014855591 0.000866973358183109 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sinorhizobium americanum" 1.597 0.0062 4316.23308354 1348.369 0.000369998554084157 0.00118439388624331 "arsC_glut" "AsRG"
