"Gene" "OTU" "phylum" "class" "genus"
"rplB" "rplB_0189" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0538" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2703" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0625" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_0837" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1836" "Actinobacteria" "Actinobacteridae" "Dermatophilaceae"
"rplB" "rplB_0423" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1364" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_1467" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_1987" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2047" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_2299" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3492" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_3911" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0466" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_0482" "Actinobacteria" "Actinobacteridae" "Pseudonocardiaceae"
"rplB" "rplB_0945" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_1542" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1813" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_3022" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0671" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0928" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_1485" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_1796" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_4643" "Planctomycetes" "Planctomycetia" "Singulisphaera"
"rplB" "rplB_0769" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_1680" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2793" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_3898" "Proteobacteria" "Gammaproteobacteria" "Methylococcus"
"rplB" "rplB_0361" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_0139" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0350" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0396" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_2778" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0564" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_0641" "Actinobacteria" "Actinobacteridae" "Geodermatophilaceae"
"rplB" "rplB_1391" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1430" "Actinobacteria" "Actinobacteridae" "Pseudonocardiaceae"
"rplB" "rplB_2178" "Proteobacteria" "Alphaproteobacteria" "Sphingomonas"
"rplB" "rplB_2257" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_2642" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_3101" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3363" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3901" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_0114" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0312" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1806" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_3829" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0693" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1913" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_4489" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_1081" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0971" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1228" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_1470" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2104" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_3325" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_3469" "Proteobacteria" "Alphaproteobacteria" "Methylocella"
"rplB" "rplB_0811" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3604" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2611" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1652" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0123" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0292" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1203" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1244" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1403" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_1479" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2942" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3155" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3939" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_4289" "Gemmatimonadetes" "Gemmatimonadales" NA
