Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen13	Cen14	Cen15	Cen16	Cen17
acr3_059	0.00262064121849334		0.00511783298668545										
acr3_060									0.016684748941588	0.00303867934943901		0.00274665731804394	
acr3_061											0.00241683957139767	0.0189769051064854	
acr3_062							0.00295375502671671	0.00398630129705386					
acr3_064	0.00436773536415557		0.00614139958402253	0.00433807861292539						0.00303867934943901			
acr3_065							0.00590751005343343	0.00310045656437522		0.0395028315427071	0.00906314839274126		
acr3_068								0.000885844732678635		0.000506446558239835			
acr3_069							0.000984585008905571			0.00962248460655686			
acr3_070		0.0014832734956084	0.00409426638934836									0.00324604955768829	
acr3_073					0.0150341671229668						0.0314189144281697	0.00774057971448747	
acr3_077			0.00614139958402253	0.00260284716775524									
acr3_078							0.0105022400949928	0.00221461183169659		0.00202578623295934	0.00302104946424709		
acr3_080			0.00307069979201127	0.000867615722585078									
acr3_082			0.00307069979201127	0.0104113886710209									
acr3_083	0.00262064121849334					0.00176801206491433							
acr3_084					0.00237381586152108	0.0026520180973715							
acr3_085							0.00459473004155933	0.000442922366339317					
acr3_086			0.00511783298668545			0.00972406635702882							
acr3_087	0.000873547072831114			0.00260284716775524									
acr3_090					0.00158254390768072					0.0015193396747195	0.00181262967854825	0.000749088359466529	
acr3_093								0.000885844732678635				0.000499392239644353	
acr3_094							0.00164097501484262	0.0106301367921436	0.000855628150850665		0.0126884077498378	0.00124848059911088	
acr3_095							0.0013127800118741	0.00442922366339317					
acr3_101		0.0252156494253428			0.194652900644728		0.00492292504452786	0.0296757985447343			0.0132926176426872		
acr3_104										0.0015193396747195	0.00181262967854825	0.000499392239644353	
acr3_105							0.00196917001781114	0.0075296802277684		0.0015193396747195			
acr3_106		0.0022249102434126	0.00204713319467418		0.0102865353999247						0.00241683957139767		
acr3_107	0.00786192365548002		0.0255891649334272										
acr3_108		0.003708183739021	0.00204713319467418			0.00176801206491433							
acr3_109	0.00174709414566223				0.00158254390768072	0.00530403619474299							
acr3_112		0.00519145723462939	0.00511783298668545	0.00867615722585078	0.00237381586152108								
acr3_114		0.0022249102434126	0.00204713319467418			0.000884006032457166							
acr3_115							0.0101740450920242			0.00709025181535769	0.00422946924994592		
acr3_116			0.00204713319467418			0.00353602412982866							
acr3_118							0.00164097501484262			0.00101289311647967		0.000749088359466529	
acr3_119								0.00221461183169659		0.00354512590767884	0.00302104946424709		
acr3_120					0.00237381586152108			0.00221461183169659			0.00302104946424709	0.00174787283875523	
acr3_121										0.0015193396747195	0.00302104946424709		
acr3_125	0.00262064121849334		0.00409426638934836										
acr3_127								0.00221461183169659		0.00202578623295934	0.00422946924994592	0.00349574567751047	
acr3_128			0.0245655983360901		0.000791271953840359								
acr3_132										0.00303867934943901	0.00845893849989185	0.00599270687573223	
acr3_135										0.00557091214063818		0.008489668073954	
acr3_139							0.00164097501484262	0.00177168946535727					
acr3_140	0.0253328651121023		0.00409426638934836	0.00173523144517016									
acr3_143					0.0181992549383283			0.158123284783136			0.021751556142579	0.00224726507839959	
acr3_144		0.0022249102434126	0.00204713319467418	0.00173523144517016		0.0026520180973715							
acr3_147											0.00120841978569884	0.0052436185162657	
acr3_148	0.0148503002381289		0.00204713319467418										
acr3_150				0.00347046289034031		0.00176801206491433							
acr3_152					0.00158254390768072			0.0163881275545547		0.0015193396747195	0.0368568034638145		
acr3_154	0.00262064121849334	0.0014832734956084											
acr3_156										0.00101289311647967			0.00715029344804311
acr3_157							0.00164097501484262				0.00604209892849418	0.00549331463608788	
acr3_160							0.00262556002374819	0.00221461183169659		0.0106353777230365	0.0108757780712895	0.00199756895857741	
acr3_162	0.00436773536415557				0.00158254390768072								
acr3_163					0.000791271953840359		0.00295375502671671						
acr3_166								0.00132876709901795		0.00101289311647967	0.00181262967854825		
acr3_167										0.0015193396747195	0.00120841978569884	0.00973814867306488	
acr3_170			0.00307069979201127										0.00286011737921724
acr3_171									0.00299469852797733			0.00274665731804394	
acr3_174								0.00310045656437522				0.00149817671893306	
acr3_176										0.00658380525711785		0.00699149135502094	
acr3_178				0.000867615722585078	0.00316508781536144	0.0221001508114291							
acr3_181							0.00426653503859081	0.000885844732678635			0.00483367914279534		
acr3_184		0.0022249102434126		0.00173523144517016									
acr3_188	0.00262064121849334			0.00260284716775524									
acr3_191		0.000741636747804199	0.00102356659733709	0.000867615722585078									
acr3_192		0.0022249102434126	0.00409426638934836										0.00143005868960862
acr3_194						0.000884006032457166		0.00132876709901795					
acr3_195				0.00954377294843586		0.000884006032457166							
acr3_196							0.00525112004749638				0.00966735828559068		
acr3_197							0.00229736502077967				0.00181262967854825	0.000499392239644353	
acr3_199		0.000741636747804199										0.00149817671893306	
acr3_200			0.00102356659733709									0.000499392239644353	
acr3_202			0.00409426638934836	0.00954377294843586									
acr3_210				0.00173523144517016	0.000791271953840359							0.000749088359466529	
acr3_211								0.00132876709901795			0.00120841978569884		
acr3_212										0.0015193396747195	0.00181262967854825	0.00174787283875523	
acr3_216	0.00349418829132445			0.000867615722585078									
acr3_219										0.00101289311647967		0.000249696119822176	
acr3_220			0.00102356659733709									0.000998784479288706	
acr3_224			0.00307069979201127	0.00260284716775524									
acr3_226	0.00436773536415557	0.0022249102434126		0.00347046289034031									
acr3_228							0.00229736502077967	0.000885844732678635					
acr3_230	0.000873547072831114	0.0022249102434126	0.00102356659733709										
acr3_238										0.00101289311647967	0.00241683957139767	0.00249696119822176	
acr3_242		0.000741636747804199			0.0102865353999247								
acr3_244	0.000873547072831114		0.00102356659733709	0.00173523144517016									
acr3_245							0.0167379451513947			0.00860959149007719	0.00302104946424709		
acr3_248	0.00262064121849334					0.0026520180973715							
acr3_250								0.000885844732678635				0.000499392239644353	
acr3_251										0.00354512590767884		0.000499392239644353	
acr3_256							0.000328195002968524					0.000249696119822176	
acr3_262										0.00101289311647967		0.000249696119822176	
acr3_295										0.00202578623295934	0.00664630882134359		
acr3_403							0.0121432151098354			0.00658380525711785	0.00483367914279534		
arsA_001		0.0014832734956084	0.00409426638934836	0.00433807861292539		0.00176801206491433							
arsA_003	0.0165973943837912					0.00176801206491433					0.00120841978569884	0.00349574567751047	
arsA_004	0.00524128243698668								0.00983972373478265				
arsA_005												0.000749088359466529	0.00143005868960862
arsA_006							0.000656390005937048	0.00132876709901795		0.00354512590767884	0.00906314839274126		
arsA_007	0.000873547072831114							0.00221461183169659					
arsA_009	0.00174709414566223		0.0163770655573934										
arsA_010							0.000328195002968524	0.00664383549508976		0.00202578623295934	0.00845893849989185	0.000998784479288706	
arsA_014							0.00164097501484262	0.00531506839607181	0.002566884452552	0.00658380525711785	0.00302104946424709	0.00149817671893306	
arsA_015	0.00786192365548002				0.0174079829844879			0.0075296802277684			0.0102715681784401		
arsA_017										0.0015193396747195	0.00120841978569884		
arsA_018							0.00229736502077967			0.00303867934943901			
arsA_020								0.00442922366339317		0.00101289311647967	0.00604209892849418	0.000749088359466529	
arsA_021							0.00328195002968524	0.00221461183169659		0.0162062898636747	0.00966735828559068		
arsA_022								0.0168310499208941		0.0015193396747195	0.00664630882134359		
arsA_023										0.0227900951207926	0.00181262967854825	0.000998784479288706	
arsA_024										0.00202578623295934	0.00120841978569884	0.00449453015679918	
arsA_025						0.00442003016228583						0.000998784479288706	
arsA_026										0.00253223279119917		0.00124848059911088	
arsA_027						0.00176801206491433				0.00455801902415851		0.00299635343786612	
arsA_028					0.00158254390768072	0.00618804222720016						0.000749088359466529	
arsA_031										0.00101289311647967		0.00224726507839959	
arsA_032			0.00204713319467418		0.00633017563072287								
arsA_033	0.00349418829132445			0.000867615722585078								0.00124848059911088	
arsA_034									0.000427814075425333	0.00658380525711785	0.00241683957139767	0.00399513791715482	
arsA_038	0.00174709414566223		0.0102356659733709										
arsA_039				0.000867615722585078		0.00176801206491433							
arsA_041										0.00101289311647967		0.000249696119822176	
arsA_044			0.00204713319467418			0.00353602412982866							
arsA_045							0.0013127800118741	0.000885844732678635		0.00962248460655686	0.00181262967854825		
arsA_046								0.00310045656437522			0.0241683957139767		
arsA_047							0.00164097501484262			0.00253223279119917			
arsA_049	0.0104825648739734											0.000499392239644353	
arsA_050			0.00204713319467418							0.0227900951207926			
arsA_051							0.00229736502077967	0.00132876709901795			0.000604209892849418		
arsA_054											0.00120841978569884	0.00124848059911088	
arsA_055								0.00177168946535727		0.00101289311647967			
arsA_057							0.006892095062339	0.00221461183169659		0.00607735869887802	0.00483367914279534		
arsA_061								0.026575341980359			0.0157094572140849	0.000499392239644353	
arsA_062						0.015912108584229						0.008489668073954	
arsA_063	0.00174709414566223		0.00204713319467418										
arsC_glut_003						0.000884006032457166							0.00143005868960862
arsC_glut_007					0.000791271953840359	0.00707204825965732						0.000749088359466529	
arsC_glut_008	0.000873547072831114			0.00173523144517016									
arsC_glut_009			0.00307069979201127	0.00433807861292539	0.00237381586152108	0.0256361749412578							
arsC_glut_010							0.000328195002968524			0.00101289311647967	0.00362525935709651		
arsC_glut_011											0.00120841978569884	0.000749088359466529	
arsC_glut_012								0.000442922366339317				0.000249696119822176	
arsC_glut_013			0.00102356659733709			0.00176801206491433						0.000249696119822176	
arsC_glut_014								0.00177168946535727		0.000506446558239835		0.000249696119822176	
arsC_glut_015		0.000741636747804199	0.00102356659733709	0.000867615722585078									
arsC_glut_019			0.00102356659733709		0.00158254390768072							0.000749088359466529	
arsC_glut_020		0.000741636747804199		0.000867615722585078		0.00530403619474299							
arsC_glut_021											0.0513578408922005	0.0052436185162657	
arsC_glut_022		0.0014832734956084		0.00173523144517016									
arsC_glut_023			0.00102356659733709	0.00260284716775524									
arsC_glut_025			0.00102356659733709	0.00173523144517016									
arsC_glut_026		0.000741636747804199	0.00204713319467418										
arsC_glut_028				0.000867615722585078	0.00553890367688251								
arsC_glut_029		0.000741636747804199			0.000791271953840359								
arsC_glut_030		0.0014832734956084		0.00260284716775524									
arsC_glut_035		0.0014832734956084	0.00102356659733709		0.000791271953840359								
arsC_glut_036								0.00221461183169659				0.00199756895857741	
arsC_glut_037	0.000873547072831114				0.000791271953840359							0.00224726507839959	
arsC_glut_038		0.000741636747804199				0.000884006032457166							
arsC_glut_039		0.0014832734956084	0.00102356659733709	0.00173523144517016									
arsC_glut_040					0.000791271953840359					0.000506446558239835			
arsC_glut_044						0.000884006032457166						0.000249696119822176	
arsC_glut_045								0.000442922366339317		0.000506446558239835	0.000604209892849418		
arsC_glut_046	0.00436773536415557	0.000741636747804199	0.00307069979201127										
arsC_glut_050							0.00229736502077967			0.00101289311647967	0.000604209892849418	0.000499392239644353	
arsC_glut_053				0.000867615722585078				0.000885844732678635			0.000604209892849418		
arsC_glut_054	0.000873547072831114		0.00102356659733709										0.00143005868960862
arsC_glut_055		0.0022249102434126			0.00553890367688251			0.00442922366339317			0.00120841978569884	0.00299635343786612	
arsC_glut_056	0.000873547072831114				0.000791271953840359								
arsC_glut_058		0.0014832734956084		0.00347046289034031									
arsC_glut_059		0.000741636747804199			0.00158254390768072								
arsC_glut_060		0.0363402006424058			0.135307504106701			0.0310045656437522			0.0138968275355366		
arsC_glut_062					0.00158254390768072	0.000884006032457166							
arsC_glut_064	0.000873547072831114										0.000604209892849418	0.000249696119822176	
arsC_glut_065		0.000741636747804199	0.00204713319467418			0.000884006032457166							
arsC_glut_066					0.00158254390768072		0.00295375502671671	0.00885844732678635			0.00302104946424709	0.000499392239644353	
arsC_glut_067				0.00260284716775524		0.000884006032457166							
arsC_glut_069						0.000884006032457166					0.000604209892849418		
arsC_glut_070	0.000873547072831114			0.00173523144517016									
arsC_glut_071						0.000884006032457166						0.000499392239644353	
arsC_glut_072		0.000741636747804199			0.00237381586152108							0.000249696119822176	
arsC_glut_074											0.000604209892849418	0.000249696119822176	
arsC_glut_075		0.0022249102434126		0.00173523144517016		0.00707204825965732				0.0015193396747195			
arsC_glut_077			0.00102356659733709			0.000884006032457166							
arsC_glut_079	0.0131032060924667		0.00204713319467418										
arsC_glut_081	0.00174709414566223			0.00173523144517016									0.00286011737921724
arsC_glut_082												0.000499392239644353	0.00143005868960862
arsC_glut_084			0.00102356659733709			0.000884006032457166							
arsC_glut_085	0.00349418829132445	0.000741636747804199	0.00102356659733709										
arsC_glut_087					0.00158254390768072			0.00132876709901795					
arsC_glut_088								0.000885844732678635		0.000506446558239835			
arsC_glut_089							0.000656390005937048	0.000442922366339317					
arsC_glut_093								0.0203744288516086			0.0573999398206947		
arsC_glut_094		0.0014832734956084					0.000984585008905571	0.0252465748813411	0.000855628150850665	0.00658380525711785	0.0441073221780075		
arsC_glut_097			0.00102356659733709	0.000867615722585078									
arsC_glut_098	0.00262064121849334	0.000741636747804199	0.00204713319467418			0.000884006032457166							
arsC_glut_099		0.000741636747804199				0.00176801206491433							
arsC_glut_100				0.000867615722585078		0.000884006032457166							
arsC_glut_105			0.00204713319467418			0.00176801206491433							
arsC_glut_106		0.0014832734956084	0.00102356659733709										
arsC_glut_108										0.00101289311647967		0.000249696119822176	
arsC_glut_110		0.0014832734956084	0.00102356659733709										
arsC_glut_112		0.00593309398243359		0.000867615722585078									
arsC_glut_114	0.00174709414566223	0.000741636747804199											
arsC_glut_118	0.00524128243698668		0.00102356659733709										
arsC_glut_119		0.000741636747804199	0.00102356659733709										
arsC_glut_122			0.00307069979201127			0.00442003016228583							
arsC_glut_123		0.000741636747804199			0.0039563597692018								
arsC_glut_125		0.00519145723462939			0.00474763172304216								
arsC_glut_126		0.000741636747804199		0.000867615722585078		0.00176801206491433							
arsC_glut_128				0.000867615722585078		0.00176801206491433							
arsC_glut_134								0.00177168946535727			0.00120841978569884		
arsC_glut_135			0.00102356659733709	0.000867615722585078		0.00795605429211449							
arsC_glut_136	0.00349418829132445					0.000884006032457166							
arsC_glut_137		0.000741636747804199	0.00102356659733709		0.00158254390768072	0.00176801206491433							
arsC_glut_139	0.00174709414566223	0.0014832734956084	0.00204713319467418		0.0039563597692018	0.00442003016228583		0.00398630129705386		0.00455801902415851	0.0102715681784401	0.0142326788298641	
arsC_glut_140		0.000741636747804199				0.00353602412982866						0.00324604955768829	
arsC_glut_141								0.00620091312875044			0.000604209892849418		
arsC_glut_142			0.00102356659733709	0.00260284716775524									
arsC_glut_144							0.0403679853651284	0.0026575341980359					
arsC_glut_145		0.000741636747804199		0.00347046289034031									
arsC_glut_146							0.00328195002968524	0.00354337893071454					
arsC_glut_153	0.000873547072831114			0.000867615722585078									
arsC_glut_154	0.00436773536415557	0.0022249102434126		0.000867615722585078									
arsC_glut_155				0.000867615722585078	0.000791271953840359								
arsC_glut_156											0.00785472860704243	0.00224726507839959	
arsC_glut_157	0.000873547072831114			0.00607331005809555	0.000791271953840359								
arsC_glut_164	0.000873547072831114										0.000604209892849418		
arsC_glut_165			0.00307069979201127										0.00143005868960862
arsC_glut_167				0.000867615722585078									0.00143005868960862
arsC_glut_169		0.000741636747804199		0.000867615722585078									
arsC_glut_172		0.000741636747804199			0.00316508781536144								
arsC_glut_175		0.000741636747804199	0.00409426638934836										
arsC_glut_177											0.000604209892849418	0.000249696119822176	
arsC_glut_179					0.00237381586152108	0.000884006032457166							
arsC_glut_180			0.00102356659733709	0.00347046289034031		0.0026520180973715							
arsC_glut_181		0.0014832734956084	0.00204713319467418										
arsC_glut_182				0.00173523144517016	0.000791271953840359								
arsC_glut_183			0.00102356659733709			0.000884006032457166							
arsC_glut_184		0.000741636747804199											0.00429017606882586
arsC_glut_185					0.000791271953840359		0.000984585008905571	0.00310045656437522		0.000506446558239835	0.00362525935709651	0.000249696119822176	
arsC_glut_186			0.00102356659733709	0.00867615722585078									
arsC_glut_187	0.000873547072831114		0.00204713319467418										
arsC_glut_189		0.00519145723462939		0.00173523144517016									
arsC_glut_190	0.00174709414566223			0.000867615722585078									
arsC_glut_191		0.000741636747804199			0.00158254390768072								
arsC_glut_192								0.000442922366339317		0.000506446558239835			
arsC_glut_196	0.000873547072831114			0.00520569433551047									
arsC_glut_197			0.00102356659733709								0.000604209892849418		
arsC_glut_198		0.0022249102434126	0.00204713319467418										
arsC_glut_203					0.000791271953840359							0.00224726507839959	
arsC_glut_208				0.000867615722585078		0.000884006032457166							
arsC_glut_209	0.000873547072831114	0.000741636747804199											
arsC_glut_212				0.000867615722585078		0.00530403619474299							
arsC_glut_213		0.0022249102434126			0.000791271953840359								
arsC_glut_214			0.00102356659733709			0.000884006032457166							0.00286011737921724
arsC_glut_221	0.000873547072831114			0.000867615722585078									
arsC_glut_222			0.00511783298668545		0.000791271953840359								
arsC_glut_223			0.00102356659733709	0.00260284716775524									
arsC_glut_224	0.00262064121849334	0.000741636747804199											0.00143005868960862
arsC_glut_227	0.000873547072831114	0.000741636747804199											
arsC_glut_228			0.00102356659733709										0.00143005868960862
arsC_glut_230								0.000885844732678635		0.000506446558239835			
arsC_glut_233			0.00102356659733709		0.000791271953840359								
arsC_glut_236		0.00519145723462939			0.000791271953840359								
arsC_glut_242												0.000749088359466529	0.00143005868960862
arsC_glut_248							0.00229736502077967					0.000249696119822176	
arsC_glut_250							0.000656390005937048	0.000442922366339317					
arsC_glut_266											0.00120841978569884	0.00174787283875523	
arsC_glut_397		0.0014832734956084				0.00176801206491433						0.00149817671893306	
arsC_glut_452							0.000656390005937048	0.00531506839607181					
arsC_glut_705					0.00316508781536144			0.00487214602973249					
arsC_thio_01			0.00102356659733709							0.0015193396747195			
arsC_thio_02			0.00102356659733709			0.00176801206491433						0.000499392239644353	
arsC_thio_05						0.000884006032457166	0.00164097501484262	0.000442922366339317					
arsC_thio_06		0.000741636747804199	0.00307069979201127		0.00237381586152108					0.00405157246591868		0.000499392239644353	
arsC_thio_07		0.000741636747804199		0.000867615722585078									
arsC_thio_08			0.00307069979201127			0.0026520180973715						0.000998784479288706	
arsC_thio_10	0.000873547072831114					0.00176801206491433							0.00429017606882586
arsC_thio_11			0.00102356659733709										0.00143005868960862
arsC_thio_14			0.00102356659733709		0.00158254390768072						0.000604209892849418		
arsC_thio_18							0.0013127800118741		0.000427814075425333				
arsC_thio_19		0.000741636747804199											0.00143005868960862
arsM_001								0.00177168946535727		0.00303867934943901	0.00362525935709651		
arsM_004			0.00102356659733709					0.000885844732678635					
arsM_005		0.0014832734956084	0.00204713319467418										
arsM_006			0.0163770655573934	0.00260284716775524	0.00158254390768072								
arsM_009								0.00531506839607181		0.0015193396747195	0.00543788903564476	0.000249696119822176	
arsM_015								0.0163881275545547		0.0015193396747195	0.00422946924994592		
arsM_018			0.00614139958402253		0.00158254390768072	0.0026520180973715				0.00506446558239835		0.000998784479288706	
arsM_019	0.0061148295098178		0.00818853277869671	0.00520569433551047									
arsM_021										0.00860959149007719		0.000499392239644353	
arsM_023		0.0022249102434126				0.00353602412982866	0.0981303058875886	0.0637808207528617		0.0830572355513329	0.0386694331423627	0.00174787283875523	
arsM_024			0.00307069979201127	0.000867615722585078									
arsM_026								0.0132876709901795			0.0253768154996755	0.000499392239644353	
arsM_029									0.0124066081873347	0.00253223279119917		0.00324604955768829	
arsM_031		0.000741636747804199		0.00780854150326571									
arsM_032										0.00202578623295934	0.00181262967854825		
arsM_034			0.0092120993760338	0.00347046289034031		0.0026520180973715						0.00124848059911088	
arsM_037			0.00204713319467418	0.00433807861292539									
arsM_041								0.000442922366339317					0.00286011737921724
arsM_042	0.00262064121849334	0.0029665469912168		0.00173523144517016	0.00237381586152108								
arsM_044								0.0478356155646463			0.00966735828559068		
arsM_045			0.00204713319467418	0.00260284716775524									
arsM_047							0.013784190124678	0.0141735157228582		0.00202578623295934	0.0169178769997837		
arsM_049					0.00158254390768072							0.00124848059911088	
arsM_050		0.0252156494253428			0.000791271953840359	0.00530403619474299							
arsM_051	0.0410567124230623		0.00102356659733709										
arsM_058	0.00349418829132445			0.00867615722585078									
arsM_059							0.0318349152879468	0.0283470314457163		0.0298803469361503	0.0519620507850499	0.0114860215118201	
arsM_060							0.0055793150504649	0.00221461183169659		0.0308932400526299	0.00785472860704243		
arsM_063								0.0673241996835763			0.0169178769997837	0.000998784479288706	
arsM_065								0.0026575341980359			0.00362525935709651		
arsM_067		0.0170576451994966	0.00716496618135962	0.00260284716775524									
arsM_069			0.00307069979201127										0.00572023475843449
arsM_071			0.00307069979201127	0.000867615722585078									
arsM_072					0.00712144758456323	0.00707204825965732		0.047392693198307			0.0229599759282779	0.00174787283875523	
arsM_073				0.00433807861292539			0.00196917001781114	0.00664383549508976			0.00604209892849418	0.00449453015679918	
arsM_074							0.0466036904215304	0.0172739722872334		0.00607735869887802			
arsM_076	0.0061148295098178	0.00593309398243359	0.00614139958402253										
arsM_081							0.000328195002968524					0.000499392239644353	
arsM_082			0.00511783298668545			0.00176801206491433							
arsM_086		0.0022249102434126			0.0142428951691265								
arsM_096	0.00262064121849334				0.00633017563072287								
arsM_097										0.00101289311647967		0.000499392239644353	
arsM_101					0.00316508781536144	0.00618804222720016		0.0199315064852693		0.0303867934943901	0.0187305066783319	0.00898906031359835	
arsM_102								0.0101872144258043			0.00362525935709651		
arsM_103	0.000873547072831114		0.00307069979201127										
arsM_109		0.0014832734956084	0.00409426638934836	0.00260284716775524	0.00158254390768072	0.0150281025517718							
arsM_110	0.00524128243698668		0.0102356659733709	0.00173523144517016									
arsM_111								0.00620091312875044			0.0120841978569884		
arsM_113	0.00960901780114225		0.0245655983360901		0.00712144758456323								0.00572023475843449
arsM_115			0.00409426638934836			0.000884006032457166							
arsM_116		0.0029665469912168		0.00433807861292539									
arsM_118		0.0014832734956084	0.00307069979201127	0.000867615722585078		0.00353602412982866							
arsM_119											0.000604209892849418	0.00324604955768829	
arsM_120		0.014832734956084			0.0878311868762799		0.00787668007124457	0.0345479445744668			0.00785472860704243		
arsM_123										0.00303867934943901	0.00302104946424709	0.00699149135502094	
arsM_126		0.0014832734956084				0.00353602412982866							
arsM_127										0.00303867934943901	0.0271894451782238	0.008489668073954	
arsM_128								0.00354337893071454			0.025981025392525	0.00549331463608788	
arsM_130			0.00307069979201127	0.00433807861292539		0.00176801206491433							
arsM_135		0.0014832734956084				0.00176801206491433							
arsM_141								0.00664383549508976		0.040009278100947	0.0126884077498378		
arsM_146								0.00531506839607181			0.014501037428386		
arsM_148							0.00328195002968524			0.00253223279119917	0.00362525935709651		
arsM_153		0.00444982048682519		0.00347046289034031		0.00442003016228583							
arsM_154	0.000873547072831114											0.000499392239644353	
arsM_158										0.00202578623295934	0.00120841978569884		
arsM_159		0.0014832734956084				0.00176801206491433							
arsM_160	0.00524128243698668	0.0014832734956084											
arsM_162							0.000656390005937048					0.000499392239644353	
arsM_164		0.00444982048682519	0.00102356659733709			0.00353602412982866							
arsM_165	0.00262064121849334	0.00964127772145459											
arsM_166		0.0014832734956084						0.00177168946535727					
arsM_168	0.00174709414566223	0.000741636747804199		0.00173523144517016									
arsM_169	0.00262064121849334				0.00158254390768072								
arsM_171		0.0022249102434126		0.00433807861292539									
arsM_174										0.0015193396747195		0.000499392239644353	
arsM_175	0.0131032060924667											0.00149817671893306	
arsM_177		0.0014832734956084	0.00204713319467418			0.0141440965193146							
arsM_179					0.00237381586152108			0.00398630129705386					
arsM_181		0.0022249102434126				0.00530403619474299							
arsM_182								0.0026575341980359		0.00253223279119917	0.00302104946424709	0.00299635343786612	
arsM_187							0.0262556002374819	0.00620091312875044		0.00303867934943901			
arsM_188							0.00164097501484262			0.00607735869887802	0.0132926176426872	0.00549331463608788	
arsM_189							0.0387270103502858	0.0168310499208941		0.0101289311647967	0.00664630882134359	0.000998784479288706	
arsM_190			0.00204713319467418			0.000884006032457166							
arsM_191				0.00173523144517016		0.00176801206491433							
arsM_192				0.000867615722585078		0.0026520180973715							
arsM_193							0.00164097501484262	0.00974429205946498		0.00253223279119917			
arsM_194										0.00101289311647967	0.00181262967854825	0.00374544179733265	
arsM_198							0.0147687751335836	0.00177168946535727		0.00405157246591868	0.00422946924994592		
arsM_199		0.0022249102434126				0.00442003016228583							
arsM_201							0.0259274052345134	0.0420776248022352		0.0349448125185486	0.00845893849989185		
arsM_202			0.00307069979201127	0.00173523144517016									
arsM_203						0.00176801206491433						0.00224726507839959	
arsM_204		0.0014832734956084				0.00618804222720016							
arsM_208								0.0026575341980359		0.0116482708395162	0.00966735828559068		
arsM_210	0.00262064121849334		0.00818853277869671										
arsM_215		0.0126078247126714		0.00173523144517016									
arsM_216		0.0014832734956084			0.00237381586152108								
arsM_219					0.0118690793076054			0.0615662089211651					
arsM_220	0.00262064121849334		0.00204713319467418			0.0026520180973715							
arsM_223								0.000885844732678635		0.0131676105142357			
arsM_225				0.00260284716775524				0.00132876709901795		0.0015193396747195		0.000499392239644353	
arsM_232		0.0103829144692588		0.00780854150326571									
arsM_233		0.00519145723462939			0.0039563597692018							0.00199756895857741	
arsM_238		0.0014832734956084		0.00173523144517016									
arsM_240							0.00262556002374819	0.00132876709901795					
arsM_241										0.0015193396747195	0.00120841978569884	0.00299635343786612	
arsM_244						0.00530403619474299						0.00224726507839959	
arsM_245	0.0061148295098178					0.00353602412982866							
arsM_247	0.00960901780114225					0.00442003016228583							
arsM_248						0.00707204825965732						0.00349574567751047	
arsM_250			0.00204713319467418	0.00173523144517016									0.00429017606882586
arsM_251	0.00262064121849334	0.000741636747804199											
arsM_253		0.0029665469912168			0.00633017563072287								
