"Site" "As_ppm" "Temp" "Classification" "organism" "Abundance" "Fraction.Abundance" "GE" "rplB" "Normalized.Abundance.census" "Normalized.Abundance.rplB" "Gene" "Type"
"Cen01" 2.63 14.1 "Recovered" "Verrucomicrobia bacterium GWF2_62_7" 22.785 0.0351 3469.8686759 1144.758 0.00656653093480263 0.0199037700544569 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Chloroflexi bacterium RBG_16_63_12" 19.335 0.0298 3469.8686759 1144.758 0.00557225699470744 0.0168900326531896 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 4.197 0.0065 3469.8686759 1144.758 0.00120955586277668 0.00366627706467218 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 4.448 0.0068 3469.8686759 1144.758 0.00128189289436042 0.00388553737995279 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Intrasporangium chromatireducens Q5-1" 3.343 0.0051 3469.8686759 1144.758 0.000963437038184999 0.00292026786447441 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_58_4" 16.703 0.0257 3469.8686759 1144.758 0.00481372684678553 0.0145908567574981 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 2.284 0.0035 3469.8686759 1144.758 0.000658238167877516 0.00199518151434626 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Chloroflexi bacterium 13_1_40CM_67_9" 1.439 0.0022 3469.8686759 1144.758 0.000414713101390432 0.00125703423780397 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 63.395 0.0976 3469.8686759 1144.758 0.0182701438934305 0.0553785166821284 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Chloroflexi bacterium RBG_16_72_14" 1.524 0.0023 3469.8686759 1144.758 0.000439209705711618 0.00133128573899462 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Desulfovibrio africanus PCS" 4.629 0.0071 3469.8686759 1144.758 0.0013340562517973 0.00404364940013522 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Streptomyces griseus" 6.409 0.0099 3469.8686759 1144.758 0.00184704396581743 0.00559856318977461 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 41.051 0.0632 3469.8686759 1144.758 0.011830707105753 0.03585998088679 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Nakamurella multipartita DSM 44233" 1.154 0.0018 3469.8686759 1144.758 0.00033257742807822 0.00100807332204711 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Actinobacteria bacterium 13_2_20CM_2_66_6" 5.618 0.0087 3469.8686759 1144.758 0.00161908144795792 0.0049075874551652 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "uncultured bacterium" 339.413 0.5226 3469.8686759 1144.758 0.0978172466172555 0.296493232630827 "arsM" "AsRG"
"Cen01" 2.63 14.1 "Recovered" "Ktedonobacter racemifer DSM 44963" 26.406 0.0407 3469.8686759 1144.758 0.00761008627888516 0.0230668840051784 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 19.775 0.0363 4316.23308354 1348.369 0.00458154126926374 0.014665866687828 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Flavihumibacter sp. ZG627" 2.22 0.0041 4316.23308354 1348.369 0.000514337376372466 0.00164643358012532 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rhodopseudomonas palustris CGA009" 2.212 0.0041 4316.23308354 1348.369 0.000512483908349502 0.00164050048614289 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Candidatus Solibacter usitatus Ellin6076" 1.072 0.002 4316.23308354 1348.369 0.000248364715077155 0.000795034593646101 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidobacteria bacterium 13_1_40CM_2_68_5" 2.867 0.0053 4316.23308354 1348.369 0.000664236602729666 0.00212627255595464 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Conexibacter woesei DSM 14684" 5.992 0.011 4316.23308354 1348.369 0.00138824754919992 0.00444388739284276 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Terriglobus roseus DSM 18391" 3.733 0.0069 4316.23308354 1348.369 0.000864874516215502 0.00276852997955307 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Singulisphaera acidiphila DSM 18658" 2.488 0.0046 4316.23308354 1348.369 0.000576428555141754 0.00184519222853685 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Actinobacteria bacterium 13_1_20CM_2_66_18" 1.171 0.0021 4316.23308354 1348.369 0.000271301381861332 0.000868456631678717 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Verrucomicrobia bacterium GWF2_62_7" 17.22 0.0316 4316.23308354 1348.369 0.00398958991942967 0.0127709847971883 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Rubinisphaera brasiliensis DSM 5305" 3.617 0.0066 4316.23308354 1348.369 0.000837999229882526 0.00268250011680779 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidobacteria bacterium 13_1_40CM_65_14" 1.251 0.0023 4316.23308354 1348.369 0.00028983606209097 0.000927787571503053 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Intrasporangium chromatireducens Q5-1" 3.577 0.0066 4316.23308354 1348.369 0.000828731889767707 0.00265283464689562 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidobacteria bacterium 13_1_20CM_4_57_11" 7.447 0.0137 4316.23308354 1348.369 0.00172534704587646 0.00552296886089787 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 6.317 0.0116 4316.23308354 1348.369 0.00146354468763282 0.00468491933587912 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Chitinophaga jiangningensis" 1.105 0.002 4316.23308354 1348.369 0.00025601027067188 0.00081950860632364 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 62.773 0.1152 4316.23308354 1348.369 0.0145434685256886 0.046554763569913 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Flavihumibacter petaseus NBRC 106054" 5.578 0.0102 4316.23308354 1348.369 0.00129233057901154 0.00413684977925182 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" 2.243 0.0041 4316.23308354 1348.369 0.000519666096938487 0.00166349122532482 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 9.977 0.0183 4316.23308354 1348.369 0.00231150630813878 0.00739930983284249 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Chitinophaga sp. YR573" 3.919 0.0072 4316.23308354 1348.369 0.000907967647749411 0.00290647441464466 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Candidatus Muproteobacteria bacterium RBG_16_60_9" 1.768 0.0032 4316.23308354 1348.369 0.000409616433075009 0.00131121377011782 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 364.657 0.6692 4316.23308354 1348.369 0.0844850111062406 0.270443031544036 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Intrasporangium calvum DSM 43043" 1.12 0.0021 4316.23308354 1348.369 0.000259485523214938 0.000830633157540703 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Terriglobus roseus" 1.695 0.0031 4316.23308354 1348.369 0.000392703537365464 0.00125707428752812 "arsM" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_58_4" 9.108 0.0167 4316.23308354 1348.369 0.00211017334414433 0.00675482749900065 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Actinobacteria bacterium 13_2_20CM_2_66_6" 5.263 0.0093 4092.17106536 976.976 0.00128611436715122 0.0053870310017851 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium SCGC AG-212-P17" 24.436 0.0432 4092.17106536 976.976 0.00597140237045547 0.0250118733725291 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Streptomyces sp. G25(2015)" 1.974 0.0035 4092.17106536 976.976 0.000482384526079518 0.00202052046314341 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" 7.725 0.0137 4092.17106536 976.976 0.00188775099491605 0.00790705196442901 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteriales bacterium 13_2_20CM_55_8" 2.653 0.0047 4092.17106536 976.976 0.000648311118383466 0.0027155221827353 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_65_8" 2.575 0.0046 4092.17106536 976.976 0.000629250331638682 0.002635683988143 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium 13_2_20CM_58_27" 2.042 0.0036 4092.17106536 976.976 0.000499001622215996 0.00209012299176234 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Conexibacter woesei DSM 14684" 3.876 0.0069 4092.17106536 976.976 0.000947174479779236 0.00396734413127856 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Geodermatophilus brasiliensis" 2.85 0.005 4092.17106536 976.976 0.000696451823367085 0.0029171648024107 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Magnetospira sp. QH-2" 2.452 0.0043 4092.17106536 976.976 0.000599192937156524 0.00250978529667054 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Actinobacteria bacterium 13_1_20CM_2_66_18" 20.467 0.0362 4092.17106536 976.976 0.005001501568019 0.0209493375476982 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Verrucomicrobia bacterium GWF2_62_7" 3.99 0.0071 4092.17106536 976.976 0.000975032552713919 0.00408403072337499 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Magnetospirillum magnetotacticum MS-1" 1.746 0.0031 4092.17106536 976.976 0.000426668380210151 0.00178714727895056 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Magnetovibrio blakemorei" 3.221 0.0057 4092.17106536 976.976 0.000787112744935222 0.00329690801002276 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 6.442 0.0114 4092.17106536 976.976 0.00157422548987044 0.00659381602004553 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium 13_1_20CM_4_57_11" 3.024 0.0053 4092.17106536 976.976 0.000738972039951602 0.00309526539034736 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_58_4" 3.662 0.0065 4092.17106536 976.976 0.000894879500761497 0.00374830087944842 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 8.971 0.0159 4092.17106536 976.976 0.00219223484471092 0.00918241594471103 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Actinobacteria bacterium 13_2_20CM_2_66_6" 6.19 0.0109 4092.17106536 976.976 0.00151264448654114 0.00633587723751658 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 29.813 0.0527 4092.17106536 976.976 0.00728537481054138 0.0305155909664106 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 22.687 0.0401 4092.17106536 976.976 0.00554400088306283 0.0232216553937865 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Chitinophaga sp. YR573" 4.07 0.0072 4092.17106536 976.976 0.000994582077580364 0.00416591605116195 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Betaproteobacteria bacterium RBG_16_64_18" 1.913 0.0034 4092.17106536 976.976 0.000467478013368854 0.00195808290070585 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 357.674 0.6327 4092.17106536 976.976 0.0874044594635084 0.366103159135946 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Magnetospirillum gryphiswaldense MSR-1" 3.169 0.0056 4092.17106536 976.976 0.000774405553772033 0.00324368254696124 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteriales bacterium 13_2_20CM_2_55_5" 8.028 0.0142 4092.17106536 976.976 0.00196179482034771 0.00821719264342215 "arsM" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_58_4" 24.428 0.0432 4092.17106536 976.976 0.00596944741796883 0.0250036848397504 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Magnetospirillum magnetotacticum MS-1" 3.647 0.0067 4046.64987597 1152.584 0.000901239324325235 0.00316419454026778 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Intrasporangium chromatireducens Q5-1" 5.86 0.0108 4046.64987597 1152.584 0.00144811144517299 0.00508422813434856 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Magnetovibrio blakemorei" 4.568 0.0084 4046.64987597 1152.584 0.00112883499685157 0.00396326862076864 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Acidobacteria bacterium 13_1_20CM_4_57_11" 1.496 0.0027 4046.64987597 1152.584 0.000369688519109008 0.00129795312098728 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 3.876 0.0071 4046.64987597 1152.584 0.000957829344964248 0.00336287854073976 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Acidobacteriales bacterium 13_2_20CM_55_8" 2.408 0.0044 4046.64987597 1152.584 0.000595060129688831 0.00208921865998487 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sulfuricella denitrificans skB26" 0.831 0.0015 4046.64987597 1152.584 0.00020535505306122 0.0007209886654682 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Actinobacteria bacterium RBG_16_70_17" 2.952 0.0054 4046.64987597 1152.584 0.000729492318455743 0.00256120161307115 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "uncultured bacterium" 50.654 0.093 4046.64987597 1152.584 0.0125175148709543 0.0439482068118246 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Flavihumibacter petaseus NBRC 106054" 13.536 0.0249 4046.64987597 1152.584 0.00334498916755316 0.0117440464209116 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Conexibacter woesei DSM 14684" 5.293 0.0097 4046.64987597 1152.584 0.00130799554254277 0.00459229001964282 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "uncultured bacterium" 11.898 0.0219 4046.64987597 1152.584 0.00294020989328809 0.0103228918673173 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Cryptosporangium arvum DSM 44712" 3.458 0.0064 4046.64987597 1152.584 0.000854534023448496 0.0030002151686992 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Betaproteobacteria bacterium RBG_16_64_18" 3.048 0.0056 4046.64987597 1152.584 0.000753215645885198 0.00264449272243932 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bacteroidetes bacterium 46-16" 2.769 0.0051 4046.64987597 1152.584 0.000684269725543344 0.00240242793583808 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "uncultured bacterium" 362.87 0.6665 4046.64987597 1152.584 0.0896717065033996 0.314831717254447 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "uncultured bacterium" 45.386 0.0834 4046.64987597 1152.584 0.011215697278263 0.0393776071852464 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Ktedonobacter racemifer DSM 44963" 6.469 0.0119 4046.64987597 1152.584 0.00159860630355359 0.00561260610940287 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Terriglobus roseus" 2.722 0.005 4046.64987597 1152.584 0.000672655179822674 0.00236164999687658 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Gemmatimonadetes bacterium 13_2_20CM_69_27" 2.061 0.0038 4046.64987597 1152.584 0.000509310185751113 0.00178815600424785 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Acidobacteria bacterium 13_1_40CM_4_58_4" 5.277 0.0097 4046.64987597 1152.584 0.00130404165463786 0.00457840816808146 "arsM" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rubinisphaera brasiliensis DSM 5305" 3.356 0.0062 4046.64987597 1152.584 0.0008293279880547 0.00291171836499552 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Intrasporangium chromatireducens Q5-1" 4.331 0.0053 3685.18110843 1263.788 0.00117524753127944 0.0034269988320826 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Acidobacteria bacterium 13_1_20CM_4_57_11" 2.251 0.0027 3685.18110843 1263.788 0.000610824796331108 0.00178115316809465 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Humibacillus sp. DSM 29435" 1.716 0.0021 3685.18110843 1263.788 0.000465648756332377 0.00135782267279006 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Acidobacteria bacterium SCGC AG-212-P17" 9.39 0.0114 3685.18110843 1263.788 0.0025480430197908 0.00743004364656097 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Acidobacteriales bacterium 13_2_20CM_55_8" 2.115 0.0026 3685.18110843 1263.788 0.000573920232892178 0.00167354018237236 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "uncultured bacterium" 1.916 0.0023 3685.18110843 1263.788 0.000519920173154332 0.00151607706355813 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "uncultured bacterium" 26.975 0.0328 3685.18110843 1263.788 0.00731985734386123 0.0213445609548437 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" 9.267 0.0113 3685.18110843 1263.788 0.0025146660984453 0.00733271719623861 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Microbacterium sp. SCN 70-10" 4.568 0.0056 3685.18110843 1263.788 0.00123955916021346 0.00361453028514276 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" 1.347 0.0016 3685.18110843 1263.788 0.000365517992295869 0.00106584332182296 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Geodermatophilus sp. DSM 44208" 6.592 0.008 3685.18110843 1263.788 0.00178878589845165 0.00521606471971565 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "mine drainage metagenome" 32.973 0.0401 3685.18110843 1263.788 0.00894745713435167 0.0260906101339782 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Acidobacteriales bacterium 13_1_40CM_3_55_5" 1.996 0.0024 3685.18110843 1263.788 0.000541628739883114 0.00157937881986536 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "uncultured bacterium" 2.063 0.0025 3685.18110843 1263.788 0.00055980966451847 0.00163239404077266 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Betaproteobacteria bacterium RBG_16_64_18" 1.903 0.0023 3685.18110843 1263.788 0.000516392531060905 0.0015057905281582 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Sphingobacteriales bacterium 40-81" 9.314 0.0113 3685.18110843 1263.788 0.00252741988139846 0.00736990697806911 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Bacteroidetes bacterium 46-16" 43.08 0.0524 3685.18110843 1263.788 0.0116900631834492 0.0340879957714427 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "uncultured bacterium" 539.262 0.6562 3685.18110843 1263.788 0.146332563891206 0.42670289637186 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Candidatus Koribacter versatilis Ellin345" 3.195 0.0039 3685.18110843 1263.788 0.000866985883730737 0.00252811389251995 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Rhodospirillales bacterium RIFCSPLOWO2_02_FULL_58_16" 97.958 0.1192 3685.18110843 1263.788 0.0265815972452255 0.0775114180542939 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Terriglobus roseus" 2.157 0.0026 3685.18110843 1263.788 0.000585317230424789 0.00170677360443366 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Ktedonobacter racemifer DSM 44963" 5.73 0.007 3685.18110843 1263.788 0.00155487609194902 0.00453398829550526 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Rubinisphaera brasiliensis DSM 5305" 2.081 0.0025 3685.18110843 1263.788 0.000564694092032445 0.00164663693594179 "arsM" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Acidobacteria bacterium 13_1_40CM_4_58_4" 9.573 0.0116 3685.18110843 1263.788 0.00259770136618289 0.00757484641411376 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "uncultured bacterium" 6.85 0.0144 3584.52000331 1131.214 0.00191099505475618 0.00605544132233158 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Acidobacteriales bacterium 13_2_20CM_55_8" 6.829 0.0143 3584.52000331 1131.214 0.00190513652977079 0.00603687719564998 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Niastella yeongjuensis" 2.471 0.0052 3584.52000331 1131.214 0.000689353106613505 0.00218437890620166 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" 2.475 0.0052 3584.52000331 1131.214 0.000690469016134531 0.00218791493033148 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "uncultured bacterium" 2.858 0.006 3584.52000331 1131.214 0.000797317352772723 0.00252648924076258 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Acidobacteriales bacterium 59-55" 4.153 0.0087 3584.52000331 1131.214 0.00115859306020473 0.00367127705279461 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Conexibacter woesei DSM 14684" 6.586 0.0138 3584.52000331 1131.214 0.00183734502636849 0.00582206372976289 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Mucilaginibacter gotjawali" 1.96 0.0041 3584.52000331 1131.214 0.000546795665302497 0.00173265182361604 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Terriglobus roseus DSM 18391" 6.483 0.0136 3584.52000331 1131.214 0.00180861035620209 0.0057310111084198 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Actinobacteria bacterium 13_1_20CM_2_66_18" 2.705 0.0057 3584.52000331 1131.214 0.000754633813593497 0.00239123631779663 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Rubinisphaera brasiliensis DSM 5305" 3.77 0.0079 3584.52000331 1131.214 0.00105174472356654 0.00333270274236351 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 5.77 0.0121 3584.52000331 1131.214 0.00160969948407929 0.00510071480727784 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Magnetospirillum magnetotacticum MS-1" 3.856 0.0081 3584.52000331 1131.214 0.00107573677826859 0.00340872726115483 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Solirubrobacterales bacterium 67-14" 4.532 0.0095 3584.52000331 1131.214 0.0012643254873219 0.00400631533909587 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" 4.531 0.0095 3584.52000331 1131.214 0.00126404650994164 0.00400543133306342 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" 3.522 0.0074 3584.52000331 1131.214 0.000982558333262956 0.00311346924631414 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Chitinophaga jiangningensis" 2.07 0.0043 3584.52000331 1131.214 0.000577483177130698 0.00182989248718633 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Actinobacteria bacterium 13_2_20CM_2_66_6" 4.927 0.0103 3584.52000331 1131.214 0.00137452155252316 0.00435549772191645 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "uncultured bacterium" 20.01 0.042 3584.52000331 1131.214 0.00558233737893008 0.0176889607094679 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Microbacterium sp. SCN 70-10" 2.052 0.0043 3584.52000331 1131.214 0.000572461584286084 0.0018139803786021 "arsM" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "uncultured bacterium" 5.546 0.0116 3584.52000331 1131.214 0.00154720855090186 0.00490269745600744 "arsM" "AsRG"
