"Gene" "OTU" "phylum" "class" "genus"
"rplB" "rplB_0526" "Actinobacteria" "Actinobacteridae" "Pseudonocardiaceae"
"rplB" "rplB_1293" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0016" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1393" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0473" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0273" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_0601" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1115" "Actinobacteria" "Actinobacteridae" "Mycobacteriaceae"
"rplB" "rplB_0965" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1380" "Actinobacteria" "Actinobacteridae" "Nocardioidaceae"
"rplB" "rplB_0029" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0755" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0836" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1928" "Chloroflexi" "Chloroflexia" "Chloroflexaceae"
"rplB" "rplB_1073" "Proteobacteria" "Betaproteobacteria" "Collimonas"
"rplB" "rplB_0120" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0243" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0786" "Proteobacteria" "Alphaproteobacteria" "Sphingomonas"
"rplB" "rplB_1125" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0513" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1151" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1523" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1592" "Proteobacteria" "Gammaproteobacteria" "Methylococcus"
"rplB" "rplB_0518" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0701" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_0649" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0821" "Proteobacteria" "Alphaproteobacteria" "Methylocystis"
"rplB" "rplB_1034" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0717" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1148" "Proteobacteria" "Alphaproteobacteria" "Methylocella"
"rplB" "rplB_1464" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0438" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_1083" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0042" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0915" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1870" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0734" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0931" "Proteobacteria" "Alphaproteobacteria" "Sphingomonas"
"rplB" "rplB_1402" "Proteobacteria" "Alphaproteobacteria" "Methylocella"
"rplB" "rplB_1291" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1160" "Bacteroidetes" "Sphingobacteriia" "Niastella"
"rplB" "rplB_0814" "Proteobacteria" "Alphaproteobacteria" "Roseomonas"
"rplB" "rplB_1482" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0730" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0194" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0283" "Actinobacteria" "Actinobacteridae" "Jonesiaceae"
"rplB" "rplB_0744" "Proteobacteria" "Deltaproteobacteria" "Polyangiaceae"
"rplB" "rplB_0957" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_1345" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_1248" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1496" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0983" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_1273" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0479" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0214" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_1186" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1347" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_1065" "Actinobacteria" "Actinobacteridae" "Intrasporangiaceae"
"rplB" "rplB_0010" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0107" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0474" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_0558" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1007" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1539" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_0231" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0256" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0934" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1101" "Proteobacteria" "Deltaproteobacteria" "Polyangiaceae"
"rplB" "rplB_1231" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_1490" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_0440" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1019" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1390" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0923" "Bacteroidetes" "Sphingobacteriia" "Niastella"
"rplB" "rplB_1079" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0970" "Actinobacteria" "Actinobacteridae" "Nocardioidaceae"
"rplB" "rplB_1722" "Viridiplantae" "Chlorophyta" "Coccomyxa"
"rplB" "rplB_1045" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0330" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0376" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1111" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1664" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_0570" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0675" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_0993" "Proteobacteria" "Alphaproteobacteria" "Novosphingobium"
"rplB" "rplB_1838" "Chloroflexi" "Caldilineae" "Caldilinea"
"rplB" "rplB_0897" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0024" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0627" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0680" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_0811" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0894" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0868" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1068" "Bacteroidetes" "Sphingobacteriia" "Niastella"
"rplB" "rplB_1024" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0052" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_0322" "Actinobacteria" "Actinobacteridae" "Geodermatophilaceae"
"rplB" "rplB_0559" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0859" "Proteobacteria" "Gammaproteobacteria" "Rhodanobacter"
"rplB" "rplB_1066" "Proteobacteria" "Gammaproteobacteria" "Pseudoxanthomonas"
"rplB" "rplB_1156" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1784" "Proteobacteria" "Gammaproteobacteria" "Thioalkalivibrio"
"rplB" "rplB_1817" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_0280" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0580" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0644" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0816" "Proteobacteria" "Betaproteobacteria" NA
"rplB" "rplB_1303" "Proteobacteria" "Betaproteobacteria" "Methylovorus"
"rplB" "rplB_1733" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_1493" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0533" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1163" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_1606" "Chloroflexi" "Anaerolineae" "Anaerolinea"
"rplB" "rplB_0385" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0817" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_0777" "Proteobacteria" "Gammaproteobacteria" "Rhodanobacter"
"rplB" "rplB_1161" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1426" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0763" "Proteobacteria" "Deltaproteobacteria" "Polyangiaceae"
"rplB" "rplB_1278" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1495" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1841" "Proteobacteria" "Betaproteobacteria" "Methylovorus"
"rplB" "rplB_0765" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0850" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_0994" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1205" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0002" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_0158" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0810" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0913" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_1251" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_1203" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_1475" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0050" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0447" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_1522" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_1294" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0537" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0791" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_1313" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_1423" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0394" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_1001" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_1217" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1171" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0366" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0277" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0257" "Proteobacteria" "Alphaproteobacteria" NA
"rplB" "rplB_1011" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0922" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0592" "Proteobacteria" "Gammaproteobacteria" "Pseudoxanthomonas"
"rplB" "rplB_0135" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0146" "Actinobacteria" "Actinobacteridae" "Nocardiopsaceae"
"rplB" "rplB_0242" "Proteobacteria" "Gammaproteobacteria" "Rhodanobacter"
"rplB" "rplB_0535" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0543" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0700" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0802" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_0212" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1405" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1430" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0363" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0412" "Proteobacteria" "Gammaproteobacteria" "Rhodanobacter"
"rplB" "rplB_0995" "Nitrospirae" "Nitrospirales" NA
"rplB" "rplB_1334" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1438" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1514" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0264" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_1748" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0347" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0613" "Proteobacteria" "Betaproteobacteria" "Burkholderia"
"rplB" "rplB_1154" "Proteobacteria" "Betaproteobacteria" "Thauera"
"rplB" "rplB_1476" "Proteobacteria" "Betaproteobacteria" "Burkholderia"
"rplB" "rplB_0035" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillum"
"rplB" "rplB_0237" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0924" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0187" "Proteobacteria" "Alphaproteobacteria" "Acidiphilium"
"rplB" "rplB_0263" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1247" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1116" "Proteobacteria" "Alphaproteobacteria" "Azospirillum"
"rplB" "rplB_0287" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0156" "Proteobacteria" "Alphaproteobacteria" NA
"rplB" "rplB_0333" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_1008" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_1820" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_0155" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_1684" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0610" "Proteobacteria" "Alphaproteobacteria" NA
"rplB" "rplB_1452" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0502" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0784" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0989" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_1491" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_1499" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillum"
"rplB" "rplB_0062" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0196" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0286" "Proteobacteria" "Alphaproteobacteria" NA
"rplB" "rplB_1060" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_1332" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_1335" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0726" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1155" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_1492" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0205" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0667" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1003" "Proteobacteria" "Alphaproteobacteria" "Magnetospirillum"
"rplB" "rplB_0340" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_1042" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_0616" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0875" "Proteobacteria" "Alphaproteobacteria" NA
"rplB" "rplB_1572" "Chloroflexi" "Chloroflexia" "Roseiflexaceae"
"rplB" "rplB_0151" "Nitrospirae" "Nitrospirales" NA
"rplB" "rplB_0160" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0940" "Actinobacteria" "Actinobacteridae" "Acidothermaceae"
"rplB" "rplB_0105" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0343" "Proteobacteria" "Alphaproteobacteria" "Acetobacter"
"rplB" "rplB_0407" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0512" "Proteobacteria" "Alphaproteobacteria" "Gluconacetobacter"
"rplB" "rplB_0604" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1498" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_1777" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_1752" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0838" "Proteobacteria" "Alphaproteobacteria" "Roseomonas"
"rplB" "rplB_0268" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0550" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillum"
"rplB" "rplB_0705" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1140" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1216" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0722" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1882" "Chloroflexi" "Sphaerobacteridae" "Sphaerobacteraceae"
"rplB" "rplB_0290" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0410" "Actinobacteria" "Actinobacteridae" "Mycobacteriaceae"
"rplB" "rplB_1463" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_0122" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0137" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_0538" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobium"
"rplB" "rplB_0683" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0892" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0428" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1389" "Proteobacteria" "Alphaproteobacteria" "Parvibaculum"
"rplB" "rplB_1631" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_0419" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_0668" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0779" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1766" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0487" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0114" "Actinobacteria" "Actinobacteridae" "Frankiaceae"
"rplB" "rplB_0064" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0417" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_0510" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0102" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0719" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_0732" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_0723" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0086" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_0359" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1836" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_0325" "Proteobacteria" "Betaproteobacteria" "Ralstonia"
"rplB" "rplB_0901" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1170" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1566" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0951" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0084" "Proteobacteria" "Alphaproteobacteria" "Azorhizobium"
"rplB" "rplB_0767" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1164" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_0501" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0113" "Proteobacteria" "Gammaproteobacteria" "Thioalkalivibrio"
"rplB" "rplB_0235" "Proteobacteria" "Alphaproteobacteria" "Parvibaculum"
"rplB" "rplB_1176" "Proteobacteria" "Betaproteobacteria" "Sideroxydans"
"rplB" "rplB_0247" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0302" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0591" "Actinobacteria" "Actinobacteridae" "Pseudonocardiaceae"
"rplB" "rplB_1623" "Verrucomicrobia" "Spartobacteria" NA
"rplB" "rplB_0221" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0686" "Proteobacteria" "Alphaproteobacteria" "Erythrobacter"
"rplB" "rplB_0207" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillum"
"rplB" "rplB_0771" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_0425" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1149" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1609" "Chloroflexi" "Anaerolineae" "Anaerolinea"
"rplB" "rplB_0676" "Chloroflexi" "Ktedonobacteria" "Ktedonobacter"
"rplB" "rplB_1695" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_0503" "Actinobacteria" "Actinobacteridae" "Jonesiaceae"
"rplB" "rplB_1602" "Proteobacteria" "Alphaproteobacteria" "Oligotropha"
"rplB" "rplB_1071" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_0058" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0420" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1109" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0046" "Proteobacteria" "Alphaproteobacteria" "Parvibaculum"
"rplB" "rplB_0401" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0493" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1691" "Proteobacteria" "Deltaproteobacteria" "Myxococcaceae"
"rplB" "rplB_0480" "Proteobacteria" "Alphaproteobacteria" "Parvibaculum"
