"Site" "As_ppm" "Temp" "Classification" "organism" "Abundance" "Fraction.Abundance" "GE" "rplB" "Normalized.Abundance.census" "Normalized.Abundance.rplB" "Gene" "Type"
"Cen04" 3.6 13.3 "Recovered" "Alicyclobacillus macrosporangiidus" 2.412 0.0699 4092.17106536 976.976 0.000589418174723302 0.00246884263277706 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Geobacillus sp. JS12" 4.058 0.1176 4092.17106536 976.976 0.000991649648850397 0.00415363325199391 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Staphylococcus aureus" 1.323 0.0383 4092.17106536 976.976 0.000323300267478826 0.00135417860827697 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Gracilibacillus boraciitolerans JCM 21714" 3.331 0.0965 4092.17106536 976.976 0.000813993341626583 0.00340950033572984 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Staphylococcus cohnii" 1.137 0.0329 4092.17106536 976.976 0.000277847622164342 0.00116379522117227 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Zetaproteobacteria bacterium CG1_02_49_23" 3.478 0.1008 4092.17106536 976.976 0.000849915593568675 0.0035599646255384 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Geobacillus sp. Y4.1MC1" 6.131 0.1776 4092.17106536 976.976 0.00149822671195214 0.00627548680827369 "arsC_thio" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Paenibacillus sp. FSL R7-0273" 1.009 0.0292 4092.17106536 976.976 0.000246568382378031 0.00103277869671312 "arsC_thio" "AsRG"
"Cen05" 1.75 14 "Recovered" "Lysinibacillus sphaericus" 1.43 0.1965 4046.64987597 1152.584 0.000353378731501258 0.00124069048329666 "arsC_thio" "AsRG"
"Cen05" 1.75 14 "Recovered" "Desulfotomaculum kuznetsovii DSM 6115" 3.198 0.4395 4046.64987597 1152.584 0.000790283344993722 0.00277463508082708 "arsC_thio" "AsRG"
"Cen05" 1.75 14 "Recovered" "Alicyclobacillus ferrooxydans" 1.273 0.175 4046.64987597 1152.584 0.000314581206434336 0.0011044748148508 "arsC_thio" "AsRG"
"Cen05" 1.75 14 "Recovered" "Geobacillus sp. Y4.1MC1" 1.375 0.189 4046.64987597 1152.584 0.000339787241828132 0.00119297161855448 "arsC_thio" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Geobacillus sp. A1" 1.017 0.1222 3685.18110843 1263.788 0.000275970154539643 0.000804723577055645 "arsC_thio" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Gracilibacillus boraciitolerans JCM 21714" 3.009 0.3614 3685.18110843 1263.788 0.000816513466086318 0.00238093730910564 "arsC_thio" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Macrococcus caseolyticus JCSC5402" 2.142 0.2573 3685.18110843 1263.788 0.000581246874163142 0.00169490452512605 "arsC_thio" "AsRG"
"Cen06" 2.05 24.1 "FireAffected" "Staphylococcus sciuri" 2.157 0.2591 3685.18110843 1263.788 0.000585317230424789 0.00170677360443366 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Anoxybacillus suryakundensis" 2.017 0.1519 3584.52000331 1131.214 0.00056269737597711 0.0017830401674661 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Alicyclobacillus tengchongensis" 1.1 0.0829 3584.52000331 1131.214 0.000306875118282014 0.000972406635702882 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Lysinibacillus sp. SG9" 2.116 0.1594 3584.52000331 1131.214 0.000590316136622492 0.00187055676467936 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Gracilibacillus boraciitolerans JCM 21714" 1.548 0.1166 3584.52000331 1131.214 0.00043185698463687 0.00136844133824369 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Plasmid pSX267" 1.246 0.0938 3584.52000331 1131.214 0.000347605815799445 0.00110147151644163 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Tetragenococcus muriaticus 3MR10-3" 1.259 0.0948 3584.52000331 1131.214 0.000351232521742777 0.00111296359486357 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Geobacillus sp. Y4.1MC1" 2.802 0.211 3584.52000331 1131.214 0.000781694619478366 0.00247698490294498 "arsC_thio" "AsRG"
"Cen07" 5.56 13.5 "Recovered" "Enterococcus faecium DO" 1.189 0.0896 3584.52000331 1131.214 0.000331704105124831 0.00105108317259157 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Bacillus niacini" 2.657 0.0989 8744.20282296 3046.969 0.000303858459575458 0.000872014122887368 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus macrosporangiidus" 3.399 0.1265 8744.20282296 3046.969 0.000388714679750464 0.00111553481509001 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Acidihalobacter prosperus" 1.041 0.0388 8744.20282296 3046.969 0.000119050303506982 0.000341650998090233 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Lactobacillus senioris DSM 24302 = JCM 17472" 2.031 0.0756 8744.20282296 3046.969 0.000232268171395467 0.000666564051029072 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus tengchongensis" 6.866 0.2556 8744.20282296 3046.969 0.000785205940325592 0.00225338689038188 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus macrosporangiidus" 1.166 0.0434 8744.20282296 3046.969 0.000133345488846437 0.000382675373461299 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus sp. USBA-503" 1.252 0.0466 8744.20282296 3046.969 0.000143180576359983 0.000410900143716592 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus ferrooxydans" 1.583 0.0589 8744.20282296 3046.969 0.00018103422713886 0.000519532689699173 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Bacillus sp. MUM 116" 1.877 0.0699 8744.20282296 3046.969 0.000214656503057258 0.000616022020571919 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus ferrooxydans" 1.169 0.0435 8744.20282296 3046.969 0.000133688573294584 0.000383659958470204 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Alicyclobacillus sp. USBA-503" 2.158 0.0803 8744.20282296 3046.969 0.000246792079700353 0.000708244816406074 "arsC_thio" "AsRG"
"Cen10" 3.79 54.2 "FireAffected" "Bacillus vireti LMG 21834" 1.661 0.0618 8744.20282296 3046.969 0.00018995442279068 0.000545131899930718 "arsC_thio" "AsRG"
"Cen12" 3.9 32 "FireAffected" "Acidihalobacter prosperus" 1.122 0.5287 4587.09343394 2257.732 0.000244599334231629 0.000496958895032714 "arsC_thio" "AsRG"
"Cen12" 3.9 32 "FireAffected" "Alicyclobacillus sp. USBA-503" 1 0.4713 4587.09343394 2257.732 0.000218002971685944 0.000442922366339317 "arsC_thio" "AsRG"
"Cen14" 2.97 34.1 "FireAffected" "Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446" 4.066 0.2703 5243.06565384 1974.542 0.000775500493117434 0.00205921170580317 "arsC_thio" "AsRG"
"Cen14" 2.97 34.1 "FireAffected" "Alicyclobacillus macrosporangiidus" 3.025 0.2011 5243.06565384 1974.542 0.000576952531155985 0.0015320008386755 "arsC_thio" "AsRG"
"Cen14" 2.97 34.1 "FireAffected" "Gracilibacillus boraciitolerans JCM 21714" 6.852 0.4555 5243.06565384 1974.542 0.00130686900610936 0.00347017181705935 "arsC_thio" "AsRG"
"Cen14" 2.97 34.1 "FireAffected" "Geobacillus sp. Y4.1MC1" 1.099 0.0731 5243.06565384 1974.542 0.000209610192310885 0.000556584767505579 "arsC_thio" "AsRG"
"Cen15" 2.25 38.9 "FireAffected" "Staphylococcus sp. HMSC063G01" 1.324 0.5048 4002.74163817 1655.054 0.000330773284834171 0.000799973898132629 "arsC_thio" "AsRG"
"Cen15" 2.25 38.9 "FireAffected" "Staphylococcus aureus" 1.299 0.4952 4002.74163817 1655.054 0.000324527565709658 0.000784868650811393 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Acidihalobacter prosperus" 48.984 0.6611 9317.34604734 4004.868 0.0052572910516707 0.0122311147333695 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Alicyclobacillus tengchongensis" 1.289 0.0174 9317.34604734 4004.868 0.000138344115743989 0.000321858298450785 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Bacillus mycoides" 1.25 0.0169 9317.34604734 4004.868 0.000134158374460811 0.000312120149777721 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Paenibacillus sp. yr247" 1.074 0.0145 9317.34604734 4004.868 0.000115268875336729 0.000268173632689017 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Geobacillus sp. A1" 3.209 0.0433 9317.34604734 4004.868 0.000344411378915795 0.000801274848509364 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Gracilibacillus boraciitolerans JCM 21714" 4.574 0.0617 9317.34604734 4004.868 0.000490912323827001 0.00114211005206663 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Zetaproteobacteria bacterium CG1_02_55_237" 4.727 0.0638 9317.34604734 4004.868 0.000507333308861004 0.00118031355839943 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Geobacillus sp. WCH70" 4.124 0.0557 9317.34604734 4004.868 0.000442615309021109 0.00102974679814666 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Paenibacillus barengoltzii G22" 1.095 0.0148 9317.34604734 4004.868 0.000117522736027671 0.000273417251205283 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Geobacillus sp. Y4.1MC1" 1.339 0.0181 9317.34604734 4004.868 0.000143710450722421 0.000334343104441894 "arsC_thio" "AsRG"
"Cen16" 3.57 21.7 "FireAffected" "Enterococcus faecium DO" 2.425 0.0327 9317.34604734 4004.868 0.000260267246453974 0.000605513090568778 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Acidihalobacter prosperus" 1.244 0.0685 3867.44839599 699.272 0.000321659107666402 0.00177899300987313 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Geobacillus sp. JS12" 4.577 0.2519 3867.44839599 699.272 0.001183467633271 0.00654537862233866 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Alicyclobacillus macrosporangiidus" 1.752 0.0964 3867.44839599 699.272 0.000453011862244 0.0025054628241943 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Tetragenococcus muriaticus 3MR10-3" 1.11 0.0611 3867.44839599 699.272 0.000287010940120342 0.00158736514546557 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Paenibacillus sp. IHB B 3415" 1.76 0.0969 3867.44839599 699.272 0.000455080409560182 0.00251690329371117 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Alicyclobacillus ferrooxydans" 2.852 0.157 3867.44839599 699.272 0.000737437118219114 0.00407852738276379 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Bacillus akibai JCM 9157" 1.446 0.0796 3867.44839599 699.272 0.000373889927400014 0.00206786486517407 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Zetaproteobacteria bacterium CG1_02_55_237" 1.314 0.0723 3867.44839599 699.272 0.000339758896683 0.00187909711814573 "arsC_thio" "AsRG"
"Cen17" 1.99 12.1 "Reference" "Geobacillus sp. Y4.1MC1" 2.116 0.1164 3867.44839599 699.272 0.00054713076513031 0.00302600418721184 "arsC_thio" "AsRG"
