,Cen04,Cen17,Cen05,Cen06,Cen15,Cen07,Cen16,Cen10,Cen01,Cen14,Cen13,Cen03,Cen12
OTU_0021,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0022,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0.00321248279027077
OTU_0023,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0024,0,0,0,0,0,0,0,0,0,0,0.0245098039215686,0,0
OTU_0025,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0
OTU_0026,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0
OTU_0027,0,0,0.00196270853778214,0,0,0.00396039603960396,0,0,0.00383877159309021,0,0,0.000838222967309304,0
OTU_0028,0,0,0,0.00348128807658834,0,0.00297029702970297,0,0,0,0,0,0,0
OTU_0029,0,0,0,0,0,0,0.0265111346765642,0,0,0,0,0,0
OTU_0030,0,0,0,0,0,0,0.00556733828207847,0,0,0.00687466948704389,0.0240641711229947,0,0
OTU_0031,0,0,0,0.00435161009573542,0,0.00198019801980198,0,0,0,0,0,0.00502933780385583,0
OTU_0032,0,0,0,0,0.014640356460853,0,0.0127253446447508,0,0,0.0317292437863564,0,0,0
OTU_0033,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0034,0,0,0,0,0,0,0.000795334040296925,0,0,0,0.00311942959001783,0,0
OTU_0035,0,0,0,0,0,0,0,0,0,0,0.00935828877005348,0,0
OTU_0036,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0037,0,0,0,0,0.00827498408656906,0,0,0,0,0.00528820729772607,0,0,0.0018357044515833
OTU_0038,0,0,0,0,0,0,0.00185577942735949,0,0,0.00687466948704389,0,0,0
OTU_0039,0,0,0,0,0,0,0,0,0,0,0,0,0.00413033501606241
OTU_0040,0,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0041,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0042,0,0,0,0,0,0,0,0,0,0,0.00579322638146168,0,0
OTU_0043,0,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0044,0,0,0,0,0.00381922342457034,0,0,0,0,0.00105764145954521,0,0,0
OTU_0045,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00922045264040235,0
OTU_0046,0,0,0,0,0.00381922342457034,0,0,0.00101454176530267,0,0,0,0,0
OTU_0047,0,0,0,0,0,0,0.0108695652173913,0,0,0,0.00935828877005348,0,0
OTU_0048,0,0,0,0,0,0,0,0,0,0,0.0120320855614973,0,0
OTU_0049,0,0,0,0,0,0,0,0,0,0,0.00579322638146168,0,0
OTU_0050,0,0,0,0,0,0,0.0522269353128314,0,0,0,0,0,0
OTU_0051,0,0,0,0,0.00190961171228517,0,0,0,0,0,0.00133689839572193,0,0
OTU_0052,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0
OTU_0053,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0054,0.00582072176949942,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0055,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0056,0,0,0,0,0.00445576066199873,0,0.000265111346765642,0,0,0,0,0,0
OTU_0057,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0058,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0059,0,0,0,0,0.00190961171228517,0,0.00212089077412513,0,0,0,0,0,0
OTU_0060,0,0,0,0,0,0,0.00768822905620361,0.00101454176530267,0,0,0,0,0
OTU_0061,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0062,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0063,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0
OTU_0064,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0065,0,0,0,0,0,0,0,0,0,0,0,0,0.000917852225791648
OTU_0066,0,0,0,0,0,0,0.00556733828207847,0,0,0,0,0,0
OTU_0067,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0068,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0069,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0070,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0071,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0072,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0073,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0074,0,0,0,0,0,0,0,0,0.0470249520153551,0,0,0,0
OTU_0075,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0076,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0077,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0078,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0079,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0080,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0081,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0082,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0083,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0084,0,0,0,0,0,0,0,0,0,0,0.0338680926916221,0,0
OTU_0085,0,0,0,0,0,0,0,0,0,0,0,0.00419111483654652,0
OTU_0086,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0087,0,0,0,0,0,0.00396039603960396,0,0,0,0,0,0,0
OTU_0088,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0,0
OTU_0089,0,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0090,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0091,0,0,0,0,0,0,0,0,0,0,0,0.00502933780385583,0
OTU_0092,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0093,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0094,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0095,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0096,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0097,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0098,0,0,0,0,0,0,0,0,0,0,0.00579322638146168,0,0
OTU_0099,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0100,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0101,0,0.00857632933104631,0,0,0,0,0,0,0,0,0,0,0
OTU_0102,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0103,0,0,0.00883218842001963,0,0,0,0,0,0,0,0,0,0
OTU_0104,0,0,0,0,0,0,0,0,0,0,0,0.00502933780385583,0
OTU_0105,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0106,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0107,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0108,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0109,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0110,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0111,0,0,0,0,0.0063653723742839,0,0,0,0,0,0,0,0
OTU_0112,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0113,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0114,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0
OTU_0115,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0116,0,0,0,0,0,0,0,0,0,0,0.00668449197860963,0,0
OTU_0117,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0118,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0,0
OTU_0119,0,0,0,0,0,0,0,0,0.00575815738963532,0,0,0,0
OTU_0120,0,0,0,0,0,0,0.00556733828207847,0,0,0,0,0,0
OTU_0121,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0122,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0,0
OTU_0123,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0124,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0125,0,0,0,0,0.00190961171228517,0,0.00106044538706257,0,0,0,0,0,0
OTU_0126,0,0,0,0,0,0,0,0,0,0,0,0,0.00642496558054153
OTU_0127,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0128,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0129,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0130,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0131,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0132,0,0,0,0,0,0,0.0031813361611877,0,0,0,0,0,0
OTU_0133,0,0,0,0,0,0,0,0,0,0,0.0053475935828877,0,0
OTU_0134,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0135,0,0,0,0,0,0,0.00344644750795334,0,0,0,0,0,0
OTU_0136,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0137,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0138,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0139,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0140,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0141,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0142,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0143,0,0,0,0,0,0,0,0,0,0,0.00757575757575758,0,0
OTU_0144,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0145,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0147,0,0,0,0,0,0,0,0,0,0,0,0.00586756077116513,0
OTU_0148,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0149,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0
OTU_0150,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0151,0,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0152,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0153,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0154,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0155,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0156,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0158,0.00582072176949942,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0159,0,0,0,0,0,0,0,0,0,0,0.0142602495543672,0,0
OTU_0160,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0,0
OTU_0161,0,0,0,0,0,0,0.00265111346765642,0,0,0.0100475938656795,0,0,0
OTU_0162,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0163,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0
OTU_0165,0,0,0,0,0,0,0,0,0,0,0,0,0.0018357044515833
OTU_0166,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0167,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0168,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0169,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0,0
OTU_0170,0,0,0,0,0,0,0,0,0,0,0.00623885918003565,0,0
OTU_0171,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0172,0,0,0,0,0,0,0,0,0,0,0.0053475935828877,0,0
OTU_0173,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0174,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0175,0,0,0,0,0,0,0,0,0.00671785028790787,0,0,0,0
OTU_0176,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0177,0,0,0,0.00870322019147084,0,0,0,0,0,0,0,0,0
OTU_0178,0,0,0,0,0,0,0.00212089077412513,0,0,0,0,0,0
OTU_0179,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0180,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0181,0,0,0,0,0,0,0,0,0,0,0.00757575757575758,0,0
OTU_0182,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0183,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0184,0,0,0,0.00696257615317668,0,0,0,0,0,0,0,0,0
OTU_0185,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0186,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0187,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0188,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0
OTU_0189,0,0,0,0,0,0,0,0,0,0,0.0115864527629234,0,0
OTU_0190,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0191,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0192,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0193,0,0,0,0,0,0,0,0,0,0,0.0089126559714795,0,0
OTU_0194,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0195,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0196,0,0,0,0,0,0,0.00291622481442206,0,0,0,0,0,0
OTU_0197,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0198,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0199,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0
OTU_0200,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0201,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0202,0,0,0,0,0,0,0,0,0,0,0.0316399286987522,0,0
OTU_0203,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0204,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0205,0,0,0,0,0,0,0.00742311770943796,0,0,0,0,0,0
OTU_0206,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0207,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0,0
OTU_0208,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0209,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0210,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0
OTU_0211,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0212,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0213,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0214,0,0,0,0,0.00190961171228517,0,0,0,0,0,0,0,0
OTU_0215,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0216,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0,0
OTU_0217,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0,0
OTU_0218,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0219,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0220,0,0,0,0,0,0,0,0,0.00575815738963532,0,0,0,0
OTU_0221,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0222,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0223,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0224,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0225,0,0,0,0,0,0,0.00689289501590668,0,0,0,0,0,0
OTU_0226,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0227,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0228,0,0,0,0,0,0,0,0,0,0,0.00668449197860963,0,0
OTU_0229,0,0,0,0,0,0,0,0,0,0,0,0.00419111483654652,0
OTU_0230,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0231,0,0,0,0,0,0,0,0.00236726411903957,0,0,0,0,0
OTU_0232,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0233,0,0,0,0,0,0,0,0,0,0,0.00445632798573975,0,0
OTU_0234,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0
OTU_0235,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0236,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0237,0,0,0,0,0,0.00297029702970297,0,0,0,0,0,0,0
OTU_0238,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0,0
OTU_0239,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0240,0,0,0,0,0,0,0,0,0,0,0,0.00335289186923722,0
OTU_0241,0,0,0,0,0.00254614894971356,0,0,0,0,0,0,0,0
OTU_0242,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0243,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0244,0,0,0,0,0,0,0,0,0,0,0,0,0.0018357044515833
OTU_0245,0,0,0,0,0,0,0,0,0,0,0,0.00670578373847443,0
OTU_0246,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0247,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0248,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0249,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0250,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0251,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0252,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0253,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0254,0,0,0,0,0,0,0,0,0,0,0.00579322638146168,0,0
OTU_0255,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0256,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0257,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0258,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0259,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0260,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0261,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0262,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0263,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0264,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0265,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0266,0.0069848661233993,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0267,0,0,0,0,0,0,0.0031813361611877,0,0,0,0,0,0
OTU_0268,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0269,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0270,0,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0271,0.00349243306169965,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0272,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0273,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0274,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0275,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0276,0,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0277,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0,0
OTU_0278,0,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0279,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
